weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc case,4,DE,1.35,1.24,0.3,0.6,-0.12,10,1,Germany
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc case,4,DE,1.25,1.16,0.3,0.6,-0.13,10,1,Germany
10,EuroCOVIDhub-cutoff_mean,inc case,4,DE,1.33,1.23,0.3,0.6,-0.12,10,1,Germany
10,EuroCOVIDhub-cutoff_median,inc case,4,DE,1.19,1.1,0.4,0.7,-0.17,10,1,Germany
10,EuroCOVIDhub-mean,inc case,4,DE,1.42,1.28,0.3,0.4,-0.03,10,1,Germany
10,EuroCOVIDhub-median,inc case,4,DE,1.38,1.22,0.3,0.4,-0.08,10,1,Germany
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc case,3,DE,1.13,0.95,0.1,0.5,-0.09,10,1,Germany
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc case,3,DE,1.21,1.05,0.1,0.5,-0.14,10,1,Germany
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,DE,1.06,0.89,0.1,0.6,-0.1,10,1,Germany
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,DE,1.14,0.97,0.2,0.5,-0.15,10,1,Germany
10,EuroCOVIDhub-baseline,inc case,3,DE,1,1,0.4,0.7,-0.37,10,1,Germany
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc case,3,DE,1.27,1.17,0.2,0.6,-0.09,10,1,Germany
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc case,3,DE,1.22,1.12,0.2,0.6,-0.1,10,1,Germany
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc case,3,DE,1.25,1.16,0.2,0.6,-0.11,10,1,Germany
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc case,3,DE,1.22,1.12,0.2,0.6,-0.11,10,1,Germany
10,EuroCOVIDhub-cutoff_mean,inc case,3,DE,1.24,1.15,0.2,0.6,-0.11,10,1,Germany
10,EuroCOVIDhub-cutoff_median,inc case,3,DE,1.19,1.09,0.3,0.7,-0.13,10,1,Germany
10,EuroCOVIDhub-mean,inc case,3,DE,1.03,0.86,0.1,0.6,-0.1,10,1,Germany
10,EuroCOVIDhub-median,inc case,3,DE,1.13,0.96,0.2,0.5,-0.16,10,1,Germany
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc case,2,DE,0.79,0.65,0.3,0.7,-0.16,10,1,Germany
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc case,2,DE,0.89,0.76,0.2,0.6,-0.24,10,1,Germany
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,DE,0.76,0.62,0.3,0.8,-0.19,10,1,Germany
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,DE,0.85,0.72,0.2,0.7,-0.26,10,1,Germany
10,EuroCOVIDhub-baseline,inc case,2,DE,1,1,0.4,0.7,-0.35,10,1,Germany
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc case,2,DE,1.09,1.05,0.3,0.6,-0.16,10,1,Germany
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc case,2,DE,1.06,1.01,0.3,0.6,-0.16,10,1,Germany
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc case,2,DE,1.1,1.05,0.3,0.6,-0.16,10,1,Germany
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc case,2,DE,1.07,1.02,0.3,0.6,-0.16,10,1,Germany
10,EuroCOVIDhub-cutoff_mean,inc case,2,DE,1.09,1.04,0.3,0.6,-0.17,10,1,Germany
10,EuroCOVIDhub-cutoff_median,inc case,2,DE,1.04,1,0.3,0.7,-0.18,10,1,Germany
10,EuroCOVIDhub-mean,inc case,2,DE,0.71,0.59,0.3,0.9,-0.16,10,1,Germany
10,EuroCOVIDhub-median,inc case,2,DE,0.8,0.68,0.2,0.6,-0.26,10,1,Germany
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc case,1,DE,0.62,0.49,0.3,0.9,-0.29,10,1,Germany
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc case,1,DE,0.7,0.6,0.4,0.8,-0.28,10,1,Germany
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,DE,0.6,0.48,0.3,0.9,-0.27,10,1,Germany
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,DE,0.67,0.59,0.4,0.8,-0.27,10,1,Germany
10,EuroCOVIDhub-baseline,inc case,1,DE,1,1,0.3,0.7,-0.35,10,1,Germany
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc case,1,DE,0.86,0.87,0.2,0.6,-0.31,10,1,Germany
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc case,1,DE,0.86,0.87,0.2,0.6,-0.31,10,1,Germany
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc case,1,DE,0.86,0.87,0.2,0.6,-0.31,10,1,Germany
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc case,1,DE,0.86,0.87,0.2,0.6,-0.31,10,1,Germany
10,EuroCOVIDhub-cutoff_mean,inc case,1,DE,0.86,0.87,0.2,0.6,-0.31,10,1,Germany
10,EuroCOVIDhub-cutoff_median,inc case,1,DE,0.86,0.87,0.2,0.6,-0.31,10,1,Germany
10,EuroCOVIDhub-mean,inc case,1,DE,0.58,0.46,0.4,0.9,-0.24,10,1,Germany
10,EuroCOVIDhub-median,inc case,1,DE,0.67,0.58,0.4,0.8,-0.26,10,1,Germany
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,4,DE,0.61,0.72,0.7,0.9,-0.34,10,1,Germany
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,4,DE,0.85,0.88,0.7,0.8,-0.6,10,1,Germany
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,DE,0.7,0.71,0.7,1,-0.23,10,1,Germany
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,DE,0.79,0.81,0.6,0.8,-0.43,10,1,Germany
10,EuroCOVIDhub-baseline,inc death,4,DE,1,1,0.8,1,-0.38,10,1,Germany
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,4,DE,0.88,0.86,0.7,0.9,-0.55,10,1,Germany
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,4,DE,0.99,1.05,0.4,0.8,-0.66,10,1,Germany
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,4,DE,0.75,0.82,0.7,0.9,-0.52,10,1,Germany
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,4,DE,1.01,1.01,0.6,0.8,-0.62,10,1,Germany
10,EuroCOVIDhub-cutoff_mean,inc death,4,DE,0.76,0.83,0.7,0.9,-0.49,10,1,Germany
10,EuroCOVIDhub-cutoff_median,inc death,4,DE,0.97,1.09,0.6,0.7,-0.64,10,1,Germany
10,EuroCOVIDhub-mean,inc death,4,DE,0.66,0.71,0.7,1,-0.22,10,1,Germany
10,EuroCOVIDhub-median,inc death,4,DE,0.78,0.78,0.5,0.9,-0.33,10,1,Germany
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,3,DE,0.57,0.54,0.6,1,-0.42,10,1,Germany
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,3,DE,0.76,0.69,0.5,0.9,-0.61,10,1,Germany
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,DE,0.54,0.51,0.7,1,-0.31,10,1,Germany
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,DE,0.71,0.64,0.4,0.9,-0.49,10,1,Germany
10,EuroCOVIDhub-baseline,inc death,3,DE,1,1,0.8,1,-0.35,10,1,Germany
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,3,DE,0.83,0.81,0.4,0.8,-0.58,10,1,Germany
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,3,DE,0.98,0.93,0.3,0.7,-0.66,10,1,Germany
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,3,DE,0.8,0.79,0.5,0.8,-0.5,10,1,Germany
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,3,DE,0.95,0.9,0.5,0.7,-0.6,10,1,Germany
10,EuroCOVIDhub-cutoff_mean,inc death,3,DE,0.81,0.8,0.5,0.8,-0.51,10,1,Germany
10,EuroCOVIDhub-cutoff_median,inc death,3,DE,1,0.97,0.5,0.7,-0.63,10,1,Germany
10,EuroCOVIDhub-mean,inc death,3,DE,0.51,0.49,0.7,1,-0.3,10,1,Germany
10,EuroCOVIDhub-median,inc death,3,DE,0.71,0.61,0.4,1,-0.46,10,1,Germany
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,2,DE,0.52,0.44,0.7,1,-0.4,10,1,Germany
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,2,DE,0.56,0.48,0.4,1,-0.5,10,1,Germany
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,DE,0.54,0.43,0.7,1,-0.36,10,1,Germany
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,DE,0.52,0.46,0.5,1,-0.47,10,1,Germany
10,EuroCOVIDhub-baseline,inc death,2,DE,1,1,0.8,1,-0.39,10,1,Germany
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,2,DE,0.81,0.65,0.4,1,-0.57,10,1,Germany
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,2,DE,0.86,0.7,0.3,1,-0.62,10,1,Germany
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,2,DE,0.79,0.64,0.4,1,-0.56,10,1,Germany
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,2,DE,0.86,0.7,0.5,1,-0.57,10,1,Germany
10,EuroCOVIDhub-cutoff_mean,inc death,2,DE,0.8,0.65,0.5,1,-0.54,10,1,Germany
10,EuroCOVIDhub-cutoff_median,inc death,2,DE,0.91,0.75,0.4,1,-0.59,10,1,Germany
10,EuroCOVIDhub-mean,inc death,2,DE,0.45,0.4,0.7,1,-0.32,10,1,Germany
10,EuroCOVIDhub-median,inc death,2,DE,0.5,0.43,0.5,1,-0.44,10,1,Germany
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,1,DE,0.61,0.47,0.6,1,-0.36,10,1,Germany
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,1,DE,0.6,0.5,0.5,1,-0.46,10,1,Germany
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,DE,0.55,0.46,0.6,1,-0.34,10,1,Germany
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,DE,0.6,0.5,0.5,1,-0.44,10,1,Germany
10,EuroCOVIDhub-baseline,inc death,1,DE,1,1,0.5,1,-0.45,10,1,Germany
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,1,DE,0.89,0.68,0.4,1,-0.54,10,1,Germany
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,1,DE,0.93,0.7,0.3,1,-0.58,10,1,Germany
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,1,DE,0.9,0.68,0.4,1,-0.53,10,1,Germany
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,1,DE,0.93,0.69,0.3,1,-0.57,10,1,Germany
10,EuroCOVIDhub-cutoff_mean,inc death,1,DE,0.91,0.69,0.4,1,-0.53,10,1,Germany
10,EuroCOVIDhub-cutoff_median,inc death,1,DE,0.98,0.73,0.3,1,-0.57,10,1,Germany
10,EuroCOVIDhub-mean,inc death,1,DE,0.49,0.44,0.9,1,-0.31,10,1,Germany
10,EuroCOVIDhub-median,inc death,1,DE,0.56,0.49,0.5,1,-0.42,10,1,Germany
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc case,4,DK,0.91,0.84,0.1,0.7,-0.24,10,1,Denmark
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc case,4,DK,0.9,0.92,0.1,0.5,-0.29,10,1,Denmark
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,DK,0.89,0.8,0.1,0.7,-0.22,10,1,Denmark
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,DK,0.88,0.91,0.1,0.4,-0.28,10,1,Denmark
10,EuroCOVIDhub-baseline,inc case,4,DK,1,1,0.1,0.7,-0.15,10,1,Denmark
10,EuroCOVIDhub-mean,inc case,4,DK,0.86,0.76,0.1,0.7,-0.26,10,1,Denmark
10,EuroCOVIDhub-median,inc case,4,DK,0.85,0.9,0.1,0.5,-0.29,10,1,Denmark
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc case,3,DK,0.8,0.71,0.1,0.7,-0.35,10,1,Denmark
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc case,3,DK,0.77,0.76,0.1,0.5,-0.38,10,1,Denmark
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,DK,0.79,0.69,0.1,0.8,-0.33,10,1,Denmark
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,DK,0.74,0.74,0,0.3,-0.41,10,1,Denmark
10,EuroCOVIDhub-baseline,inc case,3,DK,1,1,0.2,0.7,-0.23,10,1,Denmark
10,EuroCOVIDhub-mean,inc case,3,DK,0.75,0.64,0,0.8,-0.34,10,1,Denmark
10,EuroCOVIDhub-median,inc case,3,DK,0.7,0.69,0,0.4,-0.41,10,1,Denmark
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc case,2,DK,0.63,0.55,0.2,0.9,-0.35,10,1,Denmark
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc case,2,DK,0.67,0.6,0.1,0.8,-0.44,10,1,Denmark
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,DK,0.63,0.55,0.2,0.9,-0.38,10,1,Denmark
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,DK,0.67,0.61,0.1,0.8,-0.44,10,1,Denmark
10,EuroCOVIDhub-baseline,inc case,2,DK,1,1,0.1,0.7,-0.33,10,1,Denmark
10,EuroCOVIDhub-mean,inc case,2,DK,0.58,0.51,0.2,0.9,-0.35,10,1,Denmark
10,EuroCOVIDhub-median,inc case,2,DK,0.57,0.53,0.2,0.8,-0.38,10,1,Denmark
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc case,1,DK,0.53,0.46,0.1,1,-0.36,10,1,Denmark
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc case,1,DK,0.47,0.45,0.3,0.9,-0.38,10,1,Denmark
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,DK,0.54,0.46,0.1,1,-0.39,10,1,Denmark
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,DK,0.49,0.45,0.2,0.9,-0.4,10,1,Denmark
10,EuroCOVIDhub-baseline,inc case,1,DK,1,1,0.1,0.8,-0.38,10,1,Denmark
10,EuroCOVIDhub-mean,inc case,1,DK,0.54,0.46,0.1,1,-0.36,10,1,Denmark
10,EuroCOVIDhub-median,inc case,1,DK,0.45,0.43,0.2,0.9,-0.38,10,1,Denmark
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,4,DK,0.77,0.77,0.5,1,-0.21,10,1,Denmark
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,4,DK,0.66,0.82,0.4,0.9,-0.46,10,1,Denmark
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,DK,0.76,0.77,0.5,1,-0.23,10,1,Denmark
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,DK,0.69,0.86,0.4,0.9,-0.45,10,1,Denmark
10,EuroCOVIDhub-baseline,inc death,4,DK,1,1,0.9,1,-0.16,10,1,Denmark
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,4,DK,0.88,1.08,0.33,0.89,-0.34,9,1,Denmark
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,4,DK,0.76,0.95,0.44,0.89,-0.47,9,1,Denmark
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,4,DK,0.89,1.02,0.33,0.89,-0.36,9,1,Denmark
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,4,DK,0.91,0.93,0.44,0.89,-0.51,9,1,Denmark
10,EuroCOVIDhub-cutoff_mean,inc death,4,DK,0.88,1.06,0.33,0.89,-0.34,9,1,Denmark
10,EuroCOVIDhub-cutoff_median,inc death,4,DK,0.81,0.95,0.44,0.89,-0.48,9,1,Denmark
10,EuroCOVIDhub-mean,inc death,4,DK,0.76,0.79,0.5,1,-0.21,10,1,Denmark
10,EuroCOVIDhub-median,inc death,4,DK,0.83,0.84,0.5,1,-0.42,10,1,Denmark
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,3,DK,0.69,0.7,0.7,1,-0.21,10,1,Denmark
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,3,DK,0.89,0.79,0.4,0.9,-0.35,10,1,Denmark
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,DK,0.69,0.71,0.6,1,-0.23,10,1,Denmark
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,DK,0.83,0.8,0.4,0.9,-0.39,10,1,Denmark
10,EuroCOVIDhub-baseline,inc death,3,DK,1,1,0.9,1,-0.14,10,1,Denmark
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,3,DK,1.17,0.97,0.33,0.89,-0.26,9,1,Denmark
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,3,DK,1.06,0.93,0.44,0.89,-0.34,9,1,Denmark
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,3,DK,1.2,0.93,0.33,0.89,-0.27,9,1,Denmark
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,3,DK,1.08,0.95,0.44,0.89,-0.37,9,1,Denmark
10,EuroCOVIDhub-cutoff_mean,inc death,3,DK,1.17,0.97,0.33,0.89,-0.26,9,1,Denmark
10,EuroCOVIDhub-cutoff_median,inc death,3,DK,0.95,0.95,0.44,0.89,-0.36,9,1,Denmark
10,EuroCOVIDhub-mean,inc death,3,DK,0.71,0.73,0.7,1,-0.19,10,1,Denmark
10,EuroCOVIDhub-median,inc death,3,DK,0.89,0.74,0.5,1,-0.34,10,1,Denmark
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,2,DK,0.67,0.69,0.5,1,-0.15,10,1,Denmark
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,2,DK,0.69,0.66,0.5,1,-0.26,10,1,Denmark
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,DK,0.67,0.69,0.5,1,-0.15,10,1,Denmark
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,DK,0.71,0.68,0.5,1,-0.25,10,1,Denmark
10,EuroCOVIDhub-baseline,inc death,2,DK,1,1,0.5,1,-0.16,10,1,Denmark
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,2,DK,0.85,0.73,0.44,1,-0.31,9,1,Denmark
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,2,DK,0.85,0.82,0.33,1,-0.36,9,1,Denmark
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,2,DK,0.85,0.73,0.33,1,-0.32,9,1,Denmark
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,2,DK,0.93,0.82,0.33,1,-0.36,9,1,Denmark
10,EuroCOVIDhub-cutoff_mean,inc death,2,DK,0.88,0.71,0.44,1,-0.32,9,1,Denmark
10,EuroCOVIDhub-cutoff_median,inc death,2,DK,0.94,0.8,0.33,1,-0.37,9,1,Denmark
10,EuroCOVIDhub-mean,inc death,2,DK,0.71,0.71,0.5,1,-0.14,10,1,Denmark
10,EuroCOVIDhub-median,inc death,2,DK,0.56,0.69,0.5,1,-0.25,10,1,Denmark
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,1,DK,0.74,0.82,0.7,1,-0.13,10,1,Denmark
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,1,DK,0.52,0.75,0.6,0.9,-0.2,10,1,Denmark
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,DK,0.74,0.82,0.7,1,-0.14,10,1,Denmark
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,DK,0.52,0.75,0.6,0.9,-0.2,10,1,Denmark
10,EuroCOVIDhub-baseline,inc death,1,DK,1,1,0.4,1,-0.21,10,1,Denmark
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,1,DK,1,1.05,0.44,0.89,-0.31,9,1,Denmark
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,1,DK,1,1.05,0.44,0.89,-0.31,9,1,Denmark
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,1,DK,1,1.03,0.44,0.89,-0.32,9,1,Denmark
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,1,DK,1,1.03,0.44,0.89,-0.32,9,1,Denmark
10,EuroCOVIDhub-cutoff_mean,inc death,1,DK,0.98,1.05,0.44,0.89,-0.3,9,1,Denmark
10,EuroCOVIDhub-cutoff_median,inc death,1,DK,0.98,1.05,0.44,0.89,-0.3,9,1,Denmark
10,EuroCOVIDhub-mean,inc death,1,DK,0.74,0.84,0.7,1,-0.14,10,1,Denmark
10,EuroCOVIDhub-median,inc death,1,DK,0.63,0.78,0.6,1,-0.2,10,1,Denmark
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc hosp,4,DK,0.86,0.95,0.3,0.8,-0.26,10,1,Denmark
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc hosp,4,DK,0.86,1,0.3,0.8,-0.27,10,1,Denmark
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc hosp,4,DK,0.86,0.95,0.3,0.8,-0.26,10,1,Denmark
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc hosp,4,DK,0.86,1,0.3,0.8,-0.27,10,1,Denmark
10,EuroCOVIDhub-baseline,inc hosp,4,DK,1,1,0.33,1,-0.04,9,1,Denmark
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc hosp,4,DK,1.31,1.14,0.2,0.4,-0.68,5,1,Denmark
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc hosp,4,DK,1.31,1.14,0.2,0.4,-0.68,5,1,Denmark
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc hosp,4,DK,1.31,1.14,0.2,0.4,-0.68,5,1,Denmark
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc hosp,4,DK,1.31,1.14,0.2,0.4,-0.68,5,1,Denmark
10,EuroCOVIDhub-cutoff_mean,inc hosp,4,DK,1.31,1.14,0.2,0.4,-0.68,5,1,Denmark
10,EuroCOVIDhub-cutoff_median,inc hosp,4,DK,1.31,1.14,0.2,0.4,-0.68,5,1,Denmark
10,EuroCOVIDhub-mean,inc hosp,4,DK,0.89,0.91,0.2,0.9,-0.22,10,1,Denmark
10,EuroCOVIDhub-median,inc hosp,4,DK,0.87,0.96,0.2,0.8,-0.23,10,1,Denmark
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc hosp,3,DK,0.76,0.95,0.3,0.8,-0.28,10,1,Denmark
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc hosp,3,DK,0.74,0.97,0.3,0.8,-0.28,10,1,Denmark
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc hosp,3,DK,0.76,0.95,0.3,0.8,-0.28,10,1,Denmark
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc hosp,3,DK,0.74,0.97,0.3,0.8,-0.28,10,1,Denmark
10,EuroCOVIDhub-baseline,inc hosp,3,DK,1,1,0.44,1,-0.06,9,1,Denmark
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc hosp,3,DK,0.92,1.05,0.33,0.5,-0.6,6,1,Denmark
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc hosp,3,DK,0.92,1.05,0.33,0.5,-0.6,6,1,Denmark
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc hosp,3,DK,0.92,1.05,0.33,0.5,-0.6,6,1,Denmark
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc hosp,3,DK,0.92,1.05,0.33,0.5,-0.6,6,1,Denmark
10,EuroCOVIDhub-cutoff_mean,inc hosp,3,DK,0.92,1.05,0.33,0.5,-0.6,6,1,Denmark
10,EuroCOVIDhub-cutoff_median,inc hosp,3,DK,0.92,1.05,0.33,0.5,-0.6,6,1,Denmark
10,EuroCOVIDhub-mean,inc hosp,3,DK,0.78,0.91,0.3,0.8,-0.26,10,1,Denmark
10,EuroCOVIDhub-median,inc hosp,3,DK,0.75,0.92,0.3,0.8,-0.26,10,1,Denmark
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc hosp,2,DK,0.78,0.73,0.5,0.8,-0.2,10,1,Denmark
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc hosp,2,DK,0.81,0.7,0.4,0.8,-0.21,10,1,Denmark
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc hosp,2,DK,0.78,0.73,0.5,0.8,-0.2,10,1,Denmark
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc hosp,2,DK,0.81,0.7,0.4,0.8,-0.21,10,1,Denmark
10,EuroCOVIDhub-baseline,inc hosp,2,DK,1,1,0.44,1,-0.17,9,1,Denmark
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc hosp,2,DK,0.95,0.96,0.14,0.71,-0.49,7,1,Denmark
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc hosp,2,DK,0.95,0.97,0.14,0.71,-0.5,7,1,Denmark
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc hosp,2,DK,0.95,0.96,0.14,0.71,-0.49,7,1,Denmark
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc hosp,2,DK,0.95,0.97,0.14,0.71,-0.5,7,1,Denmark
10,EuroCOVIDhub-cutoff_mean,inc hosp,2,DK,0.95,0.95,0.14,0.71,-0.49,7,1,Denmark
10,EuroCOVIDhub-cutoff_median,inc hosp,2,DK,0.95,0.95,0.14,0.71,-0.49,7,1,Denmark
10,EuroCOVIDhub-mean,inc hosp,2,DK,0.78,0.69,0.5,0.9,-0.19,10,1,Denmark
10,EuroCOVIDhub-median,inc hosp,2,DK,0.82,0.68,0.5,0.9,-0.17,10,1,Denmark
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc hosp,1,DK,0.74,0.66,0.5,1,-0.15,10,1,Denmark
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc hosp,1,DK,0.7,0.69,0.4,0.9,-0.17,10,1,Denmark
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc hosp,1,DK,0.75,0.67,0.5,1,-0.15,10,1,Denmark
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc hosp,1,DK,0.7,0.69,0.4,0.9,-0.17,10,1,Denmark
10,EuroCOVIDhub-baseline,inc hosp,1,DK,1,1,0.44,1,-0.2,9,1,Denmark
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc hosp,1,DK,0.99,0.81,0,0.75,-0.25,8,1,Denmark
